IMDBID	TITLE
tt0033849	The Lone Wolf Takes a Chance
tt0034296	Time Out for Rhythm
tt0033343	Angels with Broken Wings
tt0035379	Star Spangled Rhythm
tt0035112	Native Land
tt0035264	Rojo y negro
tt0033324	All This and Rabbit Stew
tt0034528	Blunder Below
tt0034893	Strangers in the House
tt0035485	Ubiytsy vykhodyat na dorogu
tt0035850	Eyes of the Underworld
tt0036653	Bluebeard
tt0036323	Sahara
tt0037365	The Thin Man Goes Home
tt0037865	Leave Her to Heaven
tt0038360	Black Angel
tt0036940	I'll Be Seeing You
tt0037469	The Woman in the Window
tt0037824	Ivan the Terrible, Part I
tt0038455	The Dark Mirror
tt0037576	Captain Kidd
tt0036260	Phantom Lady
tt0038363	Blithe Spirit
tt0037644	Dillinger
tt0036104	The Leopard Man
tt0038097	Son of Lassie
tt0036929	Hotel Reserve
tt0037367	This Happy Breed
tt0038104	A Song to Remember
tt0037931	Murder, He Says
tt0036716	Cobra Woman
tt0037086	Moonlight and Cactus
tt0036596	An American Romance
tt0038298	Ambush Trail
tt0037989	Pillow of Death
tt0036636	Belle of the Yukon
tt0037295	Something for the Boys
tt0037062	Meet the People
tt0036328	Salute to the Marines
tt0036391	Stormy Weather
tt0037917	Miss Susie Slagle's
tt0036170	The Moon Is Down
tt0037721	Frontier Gal
tt0036877	Gran Hotel
tt0036693	Candlelight in Algeria
tt0036534	White Savage
tt0036810	The Falcon in Hollywood
tt0036427	They Got Me Covered
tt0037680	Days of Hope
tt0036049	It's a Great Life
tt0036105	Let's Face It
tt0035873	Figaro and Cleo
tt0035323	Superman: Showdown
tt0036163	Miss London Ltd.
tt0036880	The Great Moment
tt0036603	Angel Puss
tt0036680	Bugs Bunny and the Three Bears
tt0037147	The Old Grey Hare
tt0038214	The Vampire's Ghost
tt0038306	Return of the Black Eagle
tt0039204	Body and Soul
tt0040185	The Boy with Green Hair
tt0039040	To Each His Own
tt0039636	Mourning Becomes Electra
tt0040369	Fort Apache
tt0039937	The Unfaithful
tt0039768	Ride the Pink Horse
tt0039871	One Wonderful Sunday
tt0039116	Ziegfeld Follies
tt0040834	State of the Union
tt0039847	Something in the Wind
tt0039080	The Verdict
tt0039531	Killer McCoy
tt0040553	The Luck of the Irish
tt0040848	Summer Holiday
tt0038816	Out California Way
tt0039250	Cass Timberlane
tt0041122	And Baby Makes Three
tt0040155	Berlin Express
tt0038780	Nobody Lives Forever
tt0040183	Bonnie Prince Charlie
tt0039377	Fiesta
tt0040773	Without Pity
tt0039160	The Arnelo Affair
tt0040947	Walk a Crooked Mile
tt0039464	High Wall
tt0040457	I Love Trouble
tt0040875	Three Daring Daughters
tt0038704	Love Laughs at Andy Hardy
tt0039912	The Trap
tt0040794	Siren of Atlantis
tt0038826	Pardon My Past
tt0040153	Behind Locked Doors
tt0038699	Live Wires
tt0040305	The Dude Goes West
tt0039390	For the Love of Rusty
tt0039226	Buck Privates Come Home
tt0039301	Dark Delusion
tt0039861	Springtime in the Sierras
tt0039484	I'll Be Yours
tt0040098	Anna Karenina
tt0038621	House of Horrors
tt0040665	On an Island with You
tt0039263	Chip an' Dale
tt0038836	Peter and the Wolf
tt0038700	The Locket
tt0039047	Los tres García
tt0039666	Nora Prentiss
tt0039155	Antoine & Antoinette
tt0039234	A Cage of Nightingales
tt0039360	The Exile
tt0039761	Repeat Performance
tt0039793	Hidden River
tt0039842	So Well Remembered
tt0039189	Birth of a Notion
tt0040170	Blame It on the Samba
tt0040830	Spring in Park Lane
tt0040962	When My Baby Smiles at Me
tt0041716	On the Town
tt0042897	Rocketship X-M
tt0043461	The Desert Fox: The Story of Rommel
tt0042209	At War with the Army
tt0041859	The Set-Up
tt0043362	The Browning Version
tt0043633	Here Comes the Groom
tt0043591	Gold Raiders
tt0041178	The Big Steal
tt0043665	I Was a Communist for the F.B.I.
tt0042039	Whirlpool
tt0041735	The Passionate Friends
tt0042752	Trio
tt0042767	My Blue Heaven
tt0043292	Appointment with Danger
tt0041144	Bad Boy
tt0043371	Callaway Went Thataway
tt0043390	Cause for Alarm!
tt0041313	Down to the Sea in Ships
tt0042851	Pool of London
tt0042399	Dick Barton at Bay
tt0043557	Fort Worth
tt0041625	The Man from Colorado
tt0042548	He's a Cockeyed Wonder
tt0042488	The Fuller Brush Girl
tt0042524	The Great Rupert
tt0042033	The Walking Hills
tt0043587	Ginza Cosmetics
tt0041423	The Great Madcap
tt0041983	Trapped
tt0041925	La strada buia
tt0043650	Home to Danger
tt0042872	Rabbit's Moon
tt0041989	The Gay Lady
tt0043000	Stella
tt0041795	Red, Hot and Blue
tt0042893	Riding High
tt0041969	Top o' the Morning
tt0041884	Slide Donald Slide
tt0041432	The Greener Yard
tt0042928	The Scarlet Pumpernickel
tt0041946	Tale of the Navajos
tt0041189	Blondie's Big Deal
tt0042313	The Capture
tt0042621	Juliette ou La clef des songes
tt0042573	Homeless Hare
tt0042990	Spiegel van Holland
tt0043899	Pandora and the Flying Dutchman
tt0044207	When Worlds Collide
tt0043961	The Red Badge of Courage
tt0044741	Ikiru
tt0045177	Son of Paleface
tt0045469	Abbott and Costello Meet Dr. Jekyll and Mr. Hyde
tt0045081	The Return of Don Camillo
tt0044518	White Mane
tt0045161	The Sniper
tt0045592	Call Me Madam
tt0045758	Fear and Desire
tt0046094	The Moon Is Blue
tt0045332	The Winning Team
tt0044355	Androcles and the Lion
tt0044533	Deadline - U.S.A.
tt0045556	Big Leaguer
tt0045498	Always a Bride
tt0045682	Destination Gobi
tt0043790	Mask of the Avenger
tt0044138	Too Young to Kiss
tt0045216	Talk About a Stranger
tt0043767	Ma and Pa Kettle Back on the Farm
tt0043736	Let's Make It Legal
tt0045041	Pony Soldier
tt0046127	A Japanese Tragedy
tt0045261	Trick or Treat
tt0045037	Pluto's Christmas Tree
tt0044601	Face to Face
tt0044136	Tomorrow Is Another Day
tt0045563	Blowing Wild
tt0044974	The Witch
tt0045487	Break to Freedom
tt0045083	Return of the Texan
tt0044705	Hiawatha
tt0045091	The Ring
tt0044344	Alraune
tt0043892	Miss Oyu
tt0044851	Lost in Alaska
tt0046079	Mission Over Korea
tt0045588	Caballero a la medida
tt0044804	Man of Music
tt0044938	My Man and I
tt0045630	City Beneath the Sea
tt0045712	Two Nights with Cleopatra
tt0046161	Paratrooper
tt0043527	Fathers Are People
tt0043649	Home Made Home
tt0044326	Abstronic
tt0044841	The Little House
tt0045315	Water, Water Every Hare
tt0047127	Jail Bait
tt0046719	Apache
tt0048605	The Seven Year Itch
tt0047811	All That Heaven Allows
tt0047880	The Big Knife
tt0047472	Seven Brides for Seven Brothers
tt0046478	Ugetsu
tt0047885	Blackboard Jungle
tt0047136	Johnny Guitar
tt0047203	Magnificent Obsession
tt0047944	The Cobweb
tt0048500	A Generation
tt0047376	The Purple Plain
tt0046889	The Dam Busters
tt0048387	Moonfleet
tt0046712	Anatahan
tt0048210	Interrupted Melody
tt0047085	High and Dry
tt0047050	Green Fire
tt0046330	Small Town Girl
tt0048289	A Lawless Street
tt0047348	Phantom of the Rue Morgue
tt0048623	Sincerely Yours
tt0047966	Cult of the Cobra
tt0046792	Blackout
tt0047813	An Alligator Named Daisy
tt0046801	The Bounty Hunter
tt0047579	Three Cases of Murder
tt0048108	Guns Don't Argue
tt0046561	The Yellow Balloon
tt0046269	Salome
tt0048064	Female on the Beach
tt0046552	Wings of the Hawk
tt0047229	The Men of Sherwood Forest
tt0047138	Jungle Gents
tt0046790	Black Tuesday
tt0046535	Young and Willing
tt0046676	About Mrs. Leslie
tt0046714	Angels One Five
tt0048279	Lady Godiva of Coventry
tt0047508	So This Is Paris
tt0047429	Rose Marie
tt0047691	Zalacaín el aventurero
tt0047032	Go Man Go
tt0047207	Mambo
tt0047372	Forbidden
tt0047628	Tiger Girl
tt0047861	Battle Taxi
tt0047945	The Colditz Story
tt0048603	Seven Cities of Gold
tt0050598	A King in New York
tt0050095	The Abominable Snowman
tt0049934	War and Peace
tt0050985	Big Time Operators
tt0050383	Fear Strikes Out
tt0050490	Heaven Knows, Mr. Allison
tt0049833	The Ten Commandments
tt0051087	The Tin Star
tt0050330	The Lower Depths
tt0050393	Fiend Without a Face
tt0050126	Bitter Victory
tt0049006	Beyond a Reasonable Doubt
tt0049881	Tribute to a Bad Man
tt0051390	Cairo Station
tt0049405	The Killer Is Loose
tt0049083	The Cockleshell Heroes
tt0051369	Apache Territory
tt0049745	7th Cavalry
tt0049569	An Eye for an Eye
tt0050762	Nine Lives
tt0050317	The Disembodied
tt0050737	My Gun Is Quick
tt0050174	The Beasts of Marseilles
tt0049831	Teenage Rebel
tt0050954	The Seventh Sin
tt0050841	Pickup Alley
tt0049434	The Last Wagon
tt0050650	Lizzie
tt0050944	Sea Wife
tt0049077	Cien
tt0049029	The Brass Legend
tt0050547	The Iron Sheriff
tt0049281	Guardia, guardia scelta, brigadiere e maresciallo
tt0049642	Punishment Room
tt0049103	The Creature Walks Among Us
tt0049634	Poor But Beautiful
tt0050103	Affair in Havana
tt0051377	As Young as We Are
tt0050604	The Hunchback Horse
tt0050637	Nature Girl and the Slaver
tt0050679	The Man in the Road
tt0049208	Fighting Trouble
tt0050282	Man on the Tracks
tt0050235	Cat Girl
tt0049030	The Brave One
tt0050481	The Halliday Brand
tt0051097	Top Secret Affair
tt0049859	Todos somos necesarios
tt0050778	Not of This Earth
tt0046862	Claws for Alarm
tt0047518	Spare the Rod
tt0047864	Bearly Asleep
tt0049429	Lust of the Vampire
tt0049932	Walk the Dark Street
tt0050435	Young Husbands
tt0050813	A Tailor's Maid
tt0051136	The Unholy Wife
tt0051391	Bachelor of Hearts
tt0053318	Suddenly, Last Summer
tt0053925	House of Usher
tt0053644	The Bellboy
tt0051542	Corridors of Blood
tt0051834	Giants and Toys
tt0053957	It Started in Naples
tt0052700	Compulsion
tt0053666	The Good Time Girls
tt0052556	The Lovers
tt0052837	The Gazebo
tt0053344	Terror Is a Man
tt0051866	The Lineup
tt0051584	Conflagration
tt0051422	Blood of the Vampire
tt0051850	The Legend of Sleepy Hollow
tt0052662	But Not for Me
tt0051732	Home Before Dark
tt0052817	For the First Time
tt0053176	Night Train
tt0053331	Take a Giant Step
tt0052941	The Jayhawkers!
tt0052334	Un drôle de dimanche
tt0053334	Tarzan's Greatest Adventure
tt0053601	The Angel Wore Red
tt0052555	The Vampire and the Ballerina
tt0052634	Chance Meeting
tt0051886	The Witches from Another World
tt0052937	I Spit on Your Grave
tt0052103	Quantrill's Raiders
tt0051432	The Brain Eaters
tt0052394	The Wild Women of Wongo
tt0049361	In the Bag
tt0049328	Hooked Bear
tt0051698	Happy Go Ducky
tt0053403	The Cow and I
tt0052946	John Paul Jones
tt0051008	Steal Wool
tt0051500	The Cry Baby Killer
tt0051600	Fanfare
tt0050842	The Pied Piper of Hamelin
tt0051044	Tabasco Road
tt0052293	Thunder Road
tt0052352	Venice, the Moon and You
tt0052363	Life as a Couple
tt0052668	La cambiale
tt0053333	I tartassati
tt0055471	Splendor in the Grass
tt0054997	The Hustler
tt0056195	Lonely Are the Brave
tt0054387	The Time Machine
tt0055597	Victim
tt0054599	Accattone
tt0054469	Where the Boys Are
tt0054393	Tormented
tt0054279	School for Scoundrels
tt0055205	Murder She Said
tt0056058	Harakiri
tt0055038	Gas, Inspector Palmu!
tt0056267	My Geisha
tt0055506	A Taste of Honey
tt0056049	The Naked Island
tt0055796	Billy Budd
tt0056371	Before the Revolution
tt0055558	Two Rode Together
tt0055382	The Roman Spring of Mrs. Stone
tt0055153	Mother Joan of the Angels
tt0056341	Period of Adjustment
tt0054172	Pepe
tt0056141	A Kind of Loving
tt0056447	Satan Never Sleeps
tt0055927	Dr. Crippen
tt0054734	The Counterfeiters of Paris
tt0056387	The Quare Fellow
tt0056219	Maniac
tt0054058	Man on a String
tt0056082	House of Women
tt0055977	The Fast Lady
tt0055988	Five Weeks in a Balloon
tt0054425	Taxi for Tobruk
tt0055197	Most Dangerous Man Alive
tt0056526	State Fair
tt0055383	Romanoff and Juliet
tt0054244	The Risk
tt0056209	Madison Avenue
tt0052330	The Killers
tt0056435	Safe at Home!
tt0056558	The Tartars
tt0055950	Electra
tt0055644	¡Cuba Sí!
tt0055840	Just Once More
tt0054650	The Bacchantes
tt0054901	Stop Me Before I Kill!
tt0055821	The Hustlers
tt0055740	Almost Angels
tt0054867	Ghosts of Rome
tt0054293	Serge
tt0054441	Les vieux de la vieille
tt0054455	Wake Me When It's Over
tt0053276	Short and Suite
tt0055535	Totòtruffa '62
tt0055790	Torpedo Bay
tt0055856	Colpo gobbo all'italiana
tt0056083	House on Bare Mountain
tt0058777	Zulu
tt0058265	Kiss Me, Stupid
tt0058458	The Soft Skin
tt0057565	High and Low
tt0057840	The Americanization of Emily
tt0056700	The Wonderful World of the Brothers Grimm
tt0057591	Crooks in Clover
tt0058743	What a Way to Go!
tt0057295	Matango
tt0058947	Battle of the Bulge
tt0057329	Move Over, Darling
tt0057168	I Could Go on Singing
tt0058564	Seduced and Abandoned
tt0058548	Santa Claus Conquers the Martians
tt0058709	Amongst Vultures
tt0057905	Bullet for a Badman
tt0056625	Two Weeks in Another Town
tt0058561	The Secret Invasion
tt0058238	Invitation to a Gunfighter
tt0057178	In the Cool of the Day
tt0057134	Heavens Above!
tt0058167	Guns of Diablo
tt0057580	The Three Stooges Go Around the World in a Daze
tt0056646	The Castilian
tt0058298	The Twelve-Handed Men of Mars
tt0058241	Island of the Blue Dolphins
tt0056967	Cry of Battle
tt0058377	The Monster of the Opera
tt0057284	The Man from the Diners' Club
tt0058920	The Art of Love
tt0057500	Siege of the Saxons
tt0057244	The Leather Boys
tt0057926	The Woman Who Wouldn't Die
tt0056815	Agente XU 777
tt0058374	Frosty
tt0057374	Something Different
tt0057267	Machorka-Muff
tt0056941	Come Fly with Me
tt0057067	For Love or Money
tt0057444	Bebo's Girl
tt0057494	Legend of a Duel to the Death
tt0057536	Sweet Skin
tt0057988	Cyrano et d'Artagnan
tt0058101	The Flesh Eaters
tt0058140	Giants of Rome
tt0058171	The Diabolical Axe
tt0058306	Lucky Jo
tt0058392	The Nasty Rabbit
tt0058533	Circle of Love
tt0058681	The Three Faces
tt0059575	The Pawnbroker
tt0059245	The Greatest Story Ever Told
tt0060934	The Sand Pebbles
tt0059095	The 10th Victim
tt0060884	The Rare Breed
tt0059255	Harum Scarum
tt0059798	A Thousand Clowns
tt0060588	Khartoum
tt0060666	Manos: The Hands of Fate
tt0060464	Ebirah, Horror of the Deep
tt0060491	Hawaii
tt0059619	Fists in the Pocket
tt0060818	Penelope
tt0060722	Death of a Bureaucrat
tt0060050	7 Women
tt0060486	Violence at Noon
tt0059453	Mister Buddwing
tt0060983	The Singing Nun
tt0059269	A High Wind in Jamaica
tt0059447	Mickey One
tt0059159	The Pleasures of the Flesh
tt0060877	Queen of Blood
tt0059758	A Story Written with Water
tt0060278	Daleks' Invasion Earth 2150 A.D.
tt0059709	Shakespeare-Wallah
tt0059219	Genghis Khan
tt0060440	The War of the Gargantuas
tt0060126	Around the World Under the Sea
tt0060186	Boy, Did I Get a Wrong Number!
tt0059076	Curse of the Fly
tt0060188	The Brides of Fu Manchu
tt0058998	Bus Riley's Back in Town
tt0060893	The Reptile
tt0059336	John Goldfarb, Please Come Home!
tt0059649	Return from the Ashes
tt0060754	The Night of the Grizzly
tt0059648	Requiem for a Secret Agent
tt0059837	Two on a Guillotine
tt0060351	My Name Is Pecos
tt0060123	The Devil in Love
tt0060405	The Queens
tt0060124	Man from Nowhere
tt0060227	The Young Rebel
tt0060049	Terror-Creatures from the Grave
tt0060430	The Tall Women
tt0059390	The Liquidator
tt0059114	Blood for a Silver Dollar
tt0059464	Monster a Go-Go
tt0059100	Devils of Darkness
tt0060350	The Trail of the Broken Blade
tt0060563	Ringo and His Golden Pistol
tt0058986	How to Keep the Red Lamp Burning
tt0059049	Il compagno Don Camillo
tt0059103	Diamonds Are Brittle
tt0059840	Male Companion
tt0059855	Havoc in Heaven
tt0059933	Like Father, Like Son
tt0058025	Dog Star Man: Part I
tt0058964	Beppie
tt0059725	Skaterdater
tt0060978	Seven Dollars to Kill
tt0061022	The Spy with a Cold Nose
tt0062885	The Devil Rides Out
tt0062790	The Charge of the Light Brigade
tt0061770	Hombre
tt0062430	Valley of the Dolls
tt0062695	Stolen Kisses
tt0062229	Le Samouraï
tt0062480	Weekend
tt0062794	Charly
tt0061101	Tokyo Drifter
tt0062861	Danger: Diabolik
tt0061537	The Red and the White
tt0061648	Far from the Madding Crowd
tt0063198	Death by Hanging
tt0061093	Three on a Couch
tt0061113	Trans-Europ-Express
tt0062990	The Fox
tt0062760	The Brotherhood
tt0061912	Love Affair, or The Case of the Missing Switchboard Operator
tt0062453	Viy
tt0062688	Attack on the Iron Coast
tt0063219	The Legend of Lylah Clare
tt0062979	Flesh
tt0061580	Ditirambo
tt0061136	Ukamau
tt0063341	Never a Dull Moment
tt0062713	Guns for San Sebastian
tt0061877	Kommissar X - Drei blaue Panther
tt0063323	A Black Veil for Lisa
tt0061599	War Italian Style
tt0062907	We'll Live Till Monday
tt0061098	To Trap a Spy
tt0062722	That Splendid November
tt0062370	The Tiger and the Pussycat
tt0063319	The Moment to Kill
tt0061626	Enter Laughing
tt0062050	Don't Sting the Mosquito
tt0062493	The Wild Rebels
tt0062073	Omicidio per appuntamento
tt0062693	Baby Love
tt0061761	Herostratus
tt0062870	Marquis de Sade's Justine
tt0060984	Six Men Getting Sick
tt0061914	The London Nobody Knows
tt0063342	Innocence Unprotected
tt0060410	Film
tt0062141	Poor Cow
tt0061334	Africa: Texas Style
tt0061547	The Assassin
tt0061850	Journey to the Center of Time
tt0061934	Made in Italy
tt0062506	Ya vas lyubil...
tt0060810	Paddle to the Sea
tt0065126	True Grit
tt0064940	Satyricon
tt0065488	The Boys in the Band
tt0063808	Wild in the Streets
tt0063611	Shame
tt0065466	Beyond the Valley of the Dolls
tt0063694	Thunderbird 6
tt0063803	Who's That Knocking at My Door
tt0063654	The Subject Was Roses
tt0063665	One + One
tt0064382	Goodbye, Mr. Chips
tt0064612	My Night at Maud's
tt0064169	The Sicilian Clan
tt0065143	The Bird with the Crystal Plumage
tt0064816	The Swimming Pool
tt0063970	100 Rifles
tt0063555	The Color of Pomegranates
tt0064860	Ace High
tt0063633	The Cremator
tt0064777	Tora-san, Our Lovable Tramp
tt0064429	High School
tt0064640	A Married Couple
tt0065549	The Christine Jorgensen Story
tt0065380	Alex in Wonderland
tt0064371	The Gladiators
tt0065393	Les amis
tt0065511	C.C. & Company
tt0065522	Captain Nemo and the Underwater City
tt0064235	The War Devils
tt0064409	Heaven with a Gun
tt0064923	Sam Whiskey
tt0063764	The Vengeance of Fu Manchu
tt0063570	Sebastian
tt0065019	I Am Sartana, Your Angel of Death
tt0064494	Eugenie
tt0064580	Battle of the Commandos
tt0063413	Paranoia
tt0065457	Beg
tt0064425	Hibernatus
tt0064939	Satan's Sadists
tt0065060	Trusting Is Good... Shooting Is Better
tt0065120	Three Crosses Not to Die
tt0064815	Pirosmani
tt0064602	The Lost Man
tt0065119	A Quiet Place in the Country
tt0064905	Red Sun
tt0065023	Under the Sign of Scorpio
tt0067647	The Canterbury Tales
tt0064961	A Thousand & One Nights
tt0063679	Tepepa
tt0064366	Genesis II
tt0065223	The Wonderful Land of Oz
tt0063406	Il padre di famiglia
tt0063674	The Tattoo
tt0064026	Angel in My Pocket
tt0064237	Salt in the Wound
tt0064294	Horse
tt0064680	Vedreba
tt0064800	Pepe, der Paukerschreck - Die Lümmel von der ersten Bank, III. Teil
tt0065067	The Witness
tt0064306	Extinct Pink
tt0064334	The Flying Doctors of East Africa
tt0064340	Foreign Exchange
tt0065418	La araucana
tt0066141	The Night Visitor
tt0066832	Billy Jack
tt0066402	Start the Revolution Without Me
tt0067204	The Hired Hand
tt0065969	The Last Valley
tt0066907	Chato's Land
tt0066423	Sur un arbre perché
tt0066466	The Man Who Left His Will on Film
tt0067176	Hands of the Ripper
tt0067361	A Lizard in a Woman's Skin
tt0066031	Incident at Blood Pass
tt0066221	The Phynx
tt0067487	The Night Evelyn Came Out of the Grave
tt0066490	The Tribe
tt0065582	Cover Me Babe
tt0067389	Il sergente Klems
tt0065802	Guess What We Learned in School Today?
tt0066958	Crucible of Terror
tt0065810	Halls of Anger
tt0067321	Lady Frankenstein
tt0066914	A Virgin Among the Living Dead
tt0066302	The Rise and Rise of Michael Rimmer
tt0065556	City Beneath the Sea
tt0066814	The Battle of Love's Return
tt0067038	Eagle in a Cage
tt0067367	Lust for a Vampire
tt0065784	Down with Your Hands... You Scum!
tt0066806	Sympathy for the Underdog
tt0065610	Darker Than Amber
tt0067559	The Peace Killers
tt0067141	Glen and Randa
tt0067100	Firecracker
tt0066845	Will to Die
tt0066763	Anand
tt0067606	Preacherman
tt0066351	Sem nevest efreytora Zbrueva
tt0065892	Hard Women
tt0066212	Perfect Friday
tt0066225	Pilvilinna
tt0066374	The Policeman
tt0066414	Strawberries Need Rain
tt0066445	Tell Me That You Love Me, Junie Moon
tt0066702	Persuasion
tt0066841	Blanche
tt0066929	La colomba non deve volare
tt0066945	The Double
tt0066969	Dauriya
tt0067052	Endless Night
tt0067512	L'occhio del ragno
tt0067625	Trial on the Road
tt0068230	Asylum
tt0068575	Fat City
tt0068897	The Magnificent Seven Ride!
tt0068424	The Creeping Flesh
tt0067023	Duel
tt0068291	Blood of Ghastly Horror
tt0068457	Dead of Night
tt0069426	The Twilight People
tt0068835	Last of the Red Hot Lovers
tt0069172	Reminiscences of a Journey to Lithuania
tt0068661	The Great Northfield Minnesota Raid
tt0067801	Such Good Friends
tt0069452	Walter Defends Sarajevo
tt0069086	The Pied Piper
tt0069318	Straight on Till Morning
tt0068997	The New Centurions
tt0067672	Return of Sabata
tt0069073	The Case of the Bloody Iris
tt0069409	Trinity and Sartana Are Coming
tt0068183	The Mean Machine
tt0066922	The Clowns
tt0068577	Fear in the Night
tt0069730	L'arma l'ora il movente
tt0068367	Who Saw Her Die?
tt0069273	Sitting Target
tt0069386	To Kill a Clown
tt0068870	The Man Called Noon
tt0067946	No One Will Notice You're Naked
tt0069375	Three on a Meathook
tt0067913	The Man with Icy Eyes
tt0068358	Charley-One-Eye
tt0069007	The Nightcomers
tt0069308	Stanley
tt0068662	The Great Waltz
tt0068162	A.A.A. Massaggiatrice bella presenza offresi...
tt0068496	Don Quijote cabalga de nuevo
tt0068440	Savage Abduction
tt0068321	The Birch Wood
tt0068189	Alfredo, Alfredo
tt0066294	The Resurrection of Broncho Billy
tt0067755	Chinmoku
tt0067943	The Widow Couderc
tt0068332	Cancel My Reservation
tt0068674	Hammersmith Is Out
tt0069042	The Olsen Gang's Big Score
tt0069249	A Separate Peace
tt0069329	Summer Soldiers
tt0069412	Trotz alledem!
tt0069417	Tragic Ceremony
tt0069920	Torso
tt0070355	Magnum Force
tt0069897	Coffy
tt0071266	Caged Heat
tt0071222	Black Christmas
tt0070915	White Lightning
tt0071249	Bring Me the Head of Alfredo Garcia
tt0071565	Godzilla vs. Mechagodzilla
tt0071115	Alice Doesn't Live Here Anymore
tt0070030	Emperor of the North
tt0070222	Invasion of the Bee Girls
tt0070300	Lemora: A Child's Tale of the Supernatural
tt0071634	Huckleberry Finn
tt0069737	Distant Thunder
tt0069745	Female Vampire
tt0071163	Kenji Mizoguchi: The Life of a Film Director
tt0071627	The House of Seven Corpses
tt0069840	The Candy Snatchers
tt0070346	Luther
tt0071568	Golden Needles
tt0071095	Abby
tt0069815	Happy New Year
tt0071096	The Abdication
tt0069753	Baba Yaga
tt0068613	Tales from Muppetland: The Frog Prince
tt0071199	The Bears and I
tt0070855	Undercovers Hero
tt0067782	Spend It All
tt0070062	The Flower with the Deadly Sting
tt0071166	Gli assassini sono nostri ospiti
tt0071277	Carambola's Philosophy: In the Right Pocket
tt0071196	Barry McKenzie Holds His Own
tt0071153	Die Antwort kennt nur der Wind
tt0071241	Borsalino and Co.
tt0070116	Successive Slidings of Pleasure
tt0069782	Between Friends
tt0070655	The House That Vanished
tt0071416	The Devil's Triangle
tt0069838	Bell from Hell
tt0071203	Belladonna of Sadness
tt0070195	The House in Nightmare Park
tt0070583	Quel gran pezzo della Ubalda tutta nuda e tutta calda
tt0069914	Confessions of a Young American Housewife
tt0070768	When Taekwondo Strikes
tt0071466	Endise
tt0069758	Bad Charleston Charlie
tt0069786	Billy Two Hats
tt0069912	Le complot
tt0069948	The Day of the Wolves
tt0069990	Don Juan, or If Don Juan Were a Woman
tt0071265	The Cage
tt0071557	Le gitan
tt0071609	Himiko
tt0072251	The Taking of Pelham One Two Three
tt0072226	The Sugarland Express
tt0073605	Rancho Deluxe
tt0074254	Buffalo Bill and the Indians, or Sitting Bull's History Lesson
tt0073026	Funny Lady
tt0073396	Mitchell
tt0070003	Dracula
tt0073453	Night Moves
tt0074084	1900
tt0071786	Maa on syntinen laulu
tt0073152	Kings of the Road
tt0073373	Terror of Mechagodzilla
tt0072709	Black Moon
tt0073317	Lucky Lady
tt0072355	Wedding Trough
tt0072006	Policewomen
tt0071959	Our Time
tt0072348	Tough Guys
tt0070585	The Questor Tapes
tt0072662	L'assassino è costretto ad uccidere ancora
tt0071717	Killdozer
tt0072115	Savage Sisters
tt0072260	The Teacher
tt0071828	Melvin Purvis G-MAN
tt0072085	Challenge to White Fang
tt0072919	The Story of Sin
tt0072225	Sugar Hill
tt0072685	The Battle of Chile: Part I
tt0074214	Black Shampoo
tt0073031	Devil's Express
tt0072937	Encounter with the Unknown
tt0073501	Out of Season
tt0073911	Winstanley
tt0073764	Summer School Teachers
tt0072354	Vampyres
tt0072708	Black Lolita
tt0072315	The Truce
tt0072144	Sex o no sex
tt0071833	My Little Loves
tt0071925	The Long Night
tt0072152	New Battles Without Honor and Humanity
tt0070538	Pioneer Woman
tt0072812	Conduct Unbecoming
tt0072958	Evridiki BA 2037
tt0073051	Syndicate Sadists
tt0073149	Il pleut sur Santiago
tt0073181	It Seemed Like a Good Idea at the Time
tt0073806	Thundercrack!
tt0074137	Nick the Sting
tt0074452	The Eagle Has Landed
tt0076342	MacArthur
tt0075824	That Obscure Object of Desire
tt0074483	The Enforcer
tt0074937	Murder by Death
tt0075276	Stroszek
tt0075718	The Bad News Bears in Breaking Training
tt0074777	The Last Tycoon
tt0074916	Mr. Klein
tt0075323	That's Entertainment, Part II
tt0074447	Twenty Days Without War
tt0076141	High Anxiety
tt0076363	The Many Adventures of Winnie the Pooh
tt0074776	The Last Hard Men
tt0075774	Bobby Deerfield
tt0076319	A Little Night Music
tt0075016	One of Our Dinosaurs Is Missing
tt0074356	Creature from Black Lake
tt0074343	Confessions of a Driving Instructor
tt0075999	Satan's Blood
tt0074533	The First Nudie Musical
tt0074849	Man Friday
tt0074768	SS Experiment Love Camp
tt0074395	Deported Women of the SS Special Section
tt0075199	Shadow of the Hawk
tt0076112	Ilsa, the Wicked Warden
tt0075950	The Domino Principle
tt0075987	Emanuelle Around the World
tt0074570	Get Mean
tt0073758	Strike Force
tt0075879	Corleone
tt0074510	Scalpel
tt0075468	Twelve Chairs
tt0074673	Batton Story
tt0075802	Palace Carnage
tt0073269	The Last Survivors
tt0074454	Eat My Dust
tt0074954	Nashville Girl
tt0076024	Fighting Mad
tt0075764	The Black Panther
tt0073927	Zdravstvuyte, ya vasha tyotya!
tt0072273	There Is No 13
tt0072305	Don't Touch the White Woman!
tt0074873	Mary, Mary, Bloody Mary
tt0074365	Curse of Bigfoot
tt0074588	The Great Scout & Cathouse Thursday
tt0074843	Death Rite
tt0074947	Na samote u lesa
tt0072617	Augustine of Hippo
tt0073134	Hustling
tt0074325	Colorín colorado
tt0075043	The Passover Plot
tt0075085	Poliziotti violenti
tt0075708	Death Is My Trade
tt0075720	Brothers Till We Die
tt0075778	The Boxer
